1.000000000000000000e+02,1.895499999999999829e+01
1.005000000000000000e+02,1.895499999999999829e+01
1.010000000000000000e+02,1.895499999999999829e+01
1.015000000000000000e+02,1.895499999999999829e+01
1.020000000000000000e+02,1.895499999999999829e+01
1.025000000000000000e+02,1.895499999999999829e+01
1.030000000000000000e+02,1.895499999999999829e+01
1.035000000000000000e+02,1.895499999999999829e+01
1.040000000000000000e+02,1.895499999999999829e+01
1.045000000000000000e+02,1.895499999999999829e+01
1.050000000000000000e+02,1.895499999999999829e+01
1.055000000000000000e+02,1.895499999999999829e+01
1.060000000000000000e+02,1.895499999999999829e+01
1.065000000000000000e+02,1.895499999999999829e+01
1.070000000000000000e+02,1.895499999999999829e+01
1.075000000000000000e+02,1.895499999999999829e+01
1.080000000000000000e+02,1.895499999999999829e+01
1.085000000000000000e+02,1.895499999999999829e+01
1.090000000000000000e+02,1.895499999999999829e+01
1.095000000000000000e+02,1.895499999999999829e+01
1.100000000000000000e+02,1.895499999999999829e+01
1.105000000000000000e+02,1.895499999999999829e+01
1.110000000000000000e+02,1.895499999999999829e+01
1.115000000000000000e+02,1.895499999999999829e+01
1.120000000000000000e+02,1.895499999999999829e+01
1.125000000000000000e+02,1.895499999999999829e+01
1.130000000000000000e+02,1.895499999999999829e+01
1.135000000000000000e+02,1.895499999999999829e+01
1.140000000000000000e+02,1.895499999999999829e+01
1.145000000000000000e+02,1.895499999999999829e+01
1.150000000000000000e+02,1.895499999999999829e+01
1.155000000000000000e+02,1.895499999999999829e+01
1.160000000000000000e+02,1.895499999999999829e+01
1.165000000000000000e+02,1.895499999999999829e+01
1.170000000000000000e+02,1.895499999999999829e+01
1.175000000000000000e+02,1.895499999999999829e+01
1.180000000000000000e+02,1.895499999999999829e+01
1.185000000000000000e+02,1.895499999999999829e+01
1.190000000000000000e+02,1.895499999999999829e+01
1.195000000000000000e+02,1.895499999999999829e+01
1.200000000000000000e+02,1.895499999999999829e+01
1.205000000000000000e+02,1.895499999999999829e+01
1.210000000000000000e+02,1.895499999999999829e+01
1.215000000000000000e+02,1.895499999999999829e+01
1.220000000000000000e+02,1.895499999999999829e+01
1.225000000000000000e+02,1.895499999999999829e+01
1.230000000000000000e+02,1.895499999999999829e+01
1.235000000000000000e+02,1.895499999999999829e+01
1.240000000000000000e+02,1.895499999999999829e+01
1.245000000000000000e+02,1.895499999999999829e+01
1.250000000000000000e+02,1.895499999999999829e+01
1.255000000000000000e+02,1.895499999999999829e+01
1.260000000000000000e+02,1.895499999999999829e+01
1.265000000000000000e+02,1.895499999999999829e+01
1.270000000000000000e+02,1.895499999999999829e+01
1.275000000000000000e+02,1.895499999999999829e+01
1.280000000000000000e+02,1.895499999999999829e+01
1.285000000000000000e+02,1.895499999999999829e+01
1.290000000000000000e+02,1.895499999999999829e+01
1.295000000000000000e+02,1.895499999999999829e+01
1.300000000000000000e+02,1.895499999999999829e+01
1.305000000000000000e+02,1.895499999999999829e+01
1.310000000000000000e+02,1.895499999999999829e+01
1.315000000000000000e+02,1.895499999999999829e+01
1.320000000000000000e+02,1.895499999999999829e+01
1.325000000000000000e+02,1.895499999999999829e+01
1.330000000000000000e+02,1.895499999999999829e+01
1.335000000000000000e+02,1.895499999999999829e+01
1.340000000000000000e+02,1.895499999999999829e+01
1.345000000000000000e+02,1.895499999999999829e+01
1.350000000000000000e+02,1.895499999999999829e+01
1.355000000000000000e+02,1.895499999999999829e+01
1.360000000000000000e+02,1.895499999999999829e+01
1.365000000000000000e+02,1.895499999999999829e+01
1.370000000000000000e+02,1.895499999999999829e+01
1.375000000000000000e+02,1.895499999999999829e+01
1.380000000000000000e+02,1.895499999999999829e+01
1.385000000000000000e+02,1.895499999999999829e+01
1.390000000000000000e+02,1.895499999999999829e+01
1.395000000000000000e+02,1.895499999999999829e+01
1.400000000000000000e+02,1.895499999999999829e+01
1.405000000000000000e+02,1.895499999999999829e+01
1.410000000000000000e+02,1.895499999999999829e+01
1.415000000000000000e+02,1.895499999999999829e+01
1.420000000000000000e+02,1.895499999999999829e+01
1.425000000000000000e+02,1.895499999999999829e+01
1.430000000000000000e+02,1.895499999999999829e+01
1.435000000000000000e+02,1.895499999999999829e+01
1.440000000000000000e+02,1.895499999999999829e+01
1.445000000000000000e+02,1.895499999999999829e+01
1.450000000000000000e+02,1.895499999999999829e+01
1.455000000000000000e+02,1.895499999999999829e+01
1.460000000000000000e+02,1.895499999999999829e+01
1.465000000000000000e+02,1.895499999999999829e+01
1.470000000000000000e+02,1.895499999999999829e+01
1.475000000000000000e+02,1.895499999999999829e+01
1.480000000000000000e+02,1.895499999999999829e+01
1.485000000000000000e+02,1.895499999999999829e+01
1.490000000000000000e+02,1.895499999999999829e+01
1.495000000000000000e+02,1.895499999999999829e+01
1.500000000000000000e+02,1.895499999999999829e+01
1.505000000000000000e+02,1.895499999999999829e+01
1.510000000000000000e+02,1.895499999999999829e+01
1.515000000000000000e+02,1.895499999999999829e+01
1.520000000000000000e+02,1.895499999999999829e+01
1.525000000000000000e+02,1.895499999999999829e+01
1.530000000000000000e+02,1.895499999999999829e+01
1.535000000000000000e+02,1.895499999999999829e+01
1.540000000000000000e+02,1.895499999999999829e+01
1.545000000000000000e+02,1.895499999999999829e+01
1.550000000000000000e+02,1.895499999999999829e+01
1.555000000000000000e+02,1.895499999999999829e+01
1.560000000000000000e+02,1.895499999999999829e+01
1.565000000000000000e+02,1.895499999999999829e+01
1.570000000000000000e+02,1.895499999999999829e+01
1.575000000000000000e+02,1.895499999999999829e+01
1.580000000000000000e+02,1.895499999999999829e+01
1.585000000000000000e+02,1.895499999999999829e+01
1.590000000000000000e+02,1.895499999999999829e+01
1.595000000000000000e+02,1.895499999999999829e+01
1.600000000000000000e+02,1.895499999999999829e+01
1.605000000000000000e+02,1.895499999999999829e+01
1.610000000000000000e+02,1.895499999999999829e+01
1.615000000000000000e+02,1.895499999999999829e+01
1.620000000000000000e+02,1.895499999999999829e+01
1.625000000000000000e+02,1.895499999999999829e+01
1.630000000000000000e+02,1.895499999999999829e+01
1.635000000000000000e+02,1.895499999999999829e+01
1.640000000000000000e+02,1.895499999999999829e+01
1.645000000000000000e+02,1.895499999999999829e+01
1.650000000000000000e+02,1.895499999999999829e+01
1.655000000000000000e+02,1.895499999999999829e+01
1.660000000000000000e+02,1.895499999999999829e+01
1.665000000000000000e+02,1.895499999999999829e+01
1.670000000000000000e+02,1.895499999999999829e+01
1.675000000000000000e+02,1.895499999999999829e+01
1.680000000000000000e+02,1.895499999999999829e+01
1.685000000000000000e+02,1.895499999999999829e+01
1.690000000000000000e+02,1.895499999999999829e+01
1.695000000000000000e+02,1.895499999999999829e+01
1.700000000000000000e+02,1.895499999999999829e+01
1.705000000000000000e+02,1.895499999999999829e+01
1.710000000000000000e+02,1.895499999999999829e+01
1.715000000000000000e+02,1.895499999999999829e+01
1.720000000000000000e+02,1.895499999999999829e+01
1.725000000000000000e+02,1.895499999999999829e+01
1.730000000000000000e+02,1.895499999999999829e+01
1.735000000000000000e+02,1.895499999999999829e+01
1.740000000000000000e+02,1.895499999999999829e+01
1.745000000000000000e+02,1.895499999999999829e+01
1.750000000000000000e+02,1.895499999999999829e+01
1.755000000000000000e+02,1.895499999999999829e+01
1.760000000000000000e+02,1.895499999999999829e+01
1.765000000000000000e+02,1.895499999999999829e+01
1.770000000000000000e+02,1.895499999999999829e+01
1.775000000000000000e+02,1.895499999999999829e+01
1.780000000000000000e+02,1.895499999999999829e+01
1.785000000000000000e+02,1.895499999999999829e+01
1.790000000000000000e+02,1.895499999999999829e+01
1.795000000000000000e+02,1.895499999999999829e+01
1.800000000000000000e+02,1.895499999999999829e+01
1.805000000000000000e+02,1.895499999999999829e+01
1.810000000000000000e+02,1.895499999999999829e+01
1.815000000000000000e+02,1.895499999999999829e+01
1.820000000000000000e+02,1.895499999999999829e+01
1.825000000000000000e+02,1.895499999999999829e+01
1.830000000000000000e+02,1.895499999999999829e+01
1.835000000000000000e+02,1.895499999999999829e+01
1.840000000000000000e+02,1.895499999999999829e+01
1.845000000000000000e+02,1.895499999999999829e+01
1.850000000000000000e+02,1.895499999999999829e+01
1.855000000000000000e+02,1.895499999999999829e+01
1.860000000000000000e+02,1.895499999999999829e+01
1.865000000000000000e+02,1.895499999999999829e+01
